brooklyn_rank,start_station_id,start_station_name,lat,lon,capacity,trip_count,avg_duration_min,member_pct,trips_per_dock
916,6014.01,St James Ave & 51 Ave,40.73813,-73.88104,21,101,10.98,87.1,4.8
917,4096.08,Dean St & Rockaway Ave,40.67486,-73.91123,21,98,13.51,81.6,4.7
917,5501.06,Fresh Pond Rd & Flushing Ave,40.72155,-73.90295,19,98,19.36,38.8,5.2
917,4798.10,Stephen St & Seneca Ave,40.6988,-73.9007,15,98,9.61,72.4,6.5
917,4440.02,Yankee Ferry Terminal,40.68706579875912,-74.01675585121666,42,98,26.52,46.9,2.3
921,4203.04,Somers St & Broadway,40.67945,-73.90474,29,95,11.26,74.7,3.3
922,2923.01,62 St & 4 Ave,40.639859,-74.019776,19,92,10.69,75.0,4.8
923,4129.10,Herkimer St & Eastern Pkwy,40.67738,-73.90829,20,89,15.6,82.0,4.5
923,3877.04,Pitkin Ave & Grafton St,40.66852,-73.91908,21,89,18.18,82.0,4.2
925,3382.04,Troy Ave & Linden Blvd,40.6533,-73.93644,23,87,9.74,80.5,3.8
926,3917.03,St Johns Pl & Howard Ave,40.66992,-73.92002,21,85,12.83,81.2,4.0
926,3019.03,Keegan Rd & 2 Ave,40.64243139706092,-74.0255355834961,35,85,21.2,91.8,2.4
928,3532.02,2 Ave & 32 St,40.659176,-74.006584,27,80,14.82,91.3,3.0
928,4023.01,St Marks Ave & Thomas S. Boyland St,40.67313,-73.91387,21,80,17.14,68.8,3.8
930,3278.07,Brooklyn Ave & Snyder Ave,40.64915,-73.94368,22,77,22.85,74.0,3.5
931,3982.01,Eastern Pkwy\t& St Marks Ave,40.67319,-73.91083,23,76,17.44,72.4,3.3
932,5137.12,Gold St & Frankfort St,40.71069995,-74.00354147,40,75,12.97,92.0,1.9
933,3121.01,Cortelyou Rd & Albany Ave,40.64483,-73.93853,21,74,12.79,74.3,3.5
934,3388.02,41 St & 3 Ave,40.652512,-74.008906,19,73,13.98,84.9,3.8
934,3526.04,Winthrop St & Schenectady Ave,40.6582,-73.9338,21,73,13.01,91.8,3.5
936,4920.13,South St & Broad St,40.70188858913366,-74.01089876890182,31,70,19.54,78.6,2.3
937,3341.06,Church Ave & E 45 St,40.65159,-73.93535,24,68,12.98,70.6,2.8
937,3567.05,Rutland Rd & E 45 St,40.66034,-73.93618,23,68,12.76,88.2,3.0
939,5611.05,63 St & Borden Ave,40.72655,-73.90321,21,65,20.49,58.5,3.1
940,3639.04,Schenectady Ave & Maple St,40.66178,-73.93445,19,64,13.46,81.3,3.4
940,4892.02,Lorimer St & Harrison Ave,40.702726,-73.94984,18,64,13.2,81.3,3.6
942,4014.01,Pacific St & Sackman St,40.67522,-73.9061,19,61,21.63,55.7,3.2
943,3309.04,Church Ave & E 42 St,40.65127,-73.93818,25,60,19.6,71.7,2.4
943,5510.02,57 Rd & 59 St,40.72249,-73.90854,19,60,18.28,58.3,3.2
943,4374.01,Picnic Point,40.68512559515415,-74.02535319328308,45,60,21.75,43.3,1.3
946,3155.01,Schenectady Ave & Cortelyou Rd,40.64535,-73.93268,22,59,16.04,78.0,2.7
946,5392.04,63 St & 59 Dr,40.71832,-73.90128,23,59,12.95,67.8,2.6
948,2872.02,63 St & 5 Ave,40.63766,-74.01782,24,58,10.61,79.3,2.4
949,5510.05,57 Rd & 58 St,40.72235,-73.91215,21,57,12.84,68.4,2.7
949,3423.10,Clarkson Ave & E 40 St,40.65592,-73.94068,30,57,31.37,75.4,1.9
951,5431.01,60 Pl & Flushing Ave,40.71988,-73.90556,19,54,21.77,74.1,2.8
951,3229.07,E 48 St & Tilden Ave,40.64795,-73.93182,28,54,27.29,79.6,1.9
953,5471.04,Grand Ave & 58 Ave,40.72098,-73.90701,20,52,12.76,63.5,2.6
954,5731.03,Maurice Ave & 53 Dr,40.73028,-73.90421,15,50,15.21,64.0,3.3
955,2971.02,64 St & 3 Ave,40.639978,-74.02324,35,49,19.18,75.5,1.4
956,3373.01,E 51 St & Linden Blvd,40.65399,-73.92967,21,46,14.09,89.1,2.2
957,5579.02,56 Dr & 59 St,40.72403,-73.90853,19,45,16.91,73.3,2.4
957,3350.04,E 38 St & Church Ave,40.65106,-73.94193,24,45,29.1,68.9,1.9
959,3164.04,Brooklyn Ave & Beverley Rd,40.64575,-73.94331,21,44,22.01,36.4,2.1
960,5995.07,56 Ave & Junction Blvd,40.73716,-73.86625,22,42,9.81,69.0,1.9
961,6070.05,55 Ave & 97 Pl,40.73892,-73.86367,19,40,11.99,72.5,2.1
962,3391.10,E 34 St & Linden Blvd,40.65302,-73.94599,24,39,8.59,89.7,1.6
962,4933.04,Marcy Ave & Rutledge St,40.703681,-73.95427,19,39,16.01,92.3,2.1
964,5611.04,61 St & Borden Ave,40.72558,-73.90417,21,38,11.94,60.5,1.8
965,5401.03,59 St & 59 Rd,40.71790852734058,-73.908454477787,21,33,14.84,54.5,1.6
966,3019.02,65 St & 2 Ave,40.640493,-74.02564,21,31,21.83,80.6,1.5
967,3300.06,Snyder Ave & Schenectady Ave,40.65,-73.93296,19,29,15.95,51.7,1.5
968,3388.03,40 St & 3 Ave,40.6535,-74.00902,31,25,12.4,88.0,0.8
969,3205.06,Brooklyn Ave & Tilden Ave,40.64725,-73.94352,24,22,18.75,68.2,0.9
970,JC009,Hamilton Park,40.727595966,-74.044247311,26,2,5.67,100.0,0.1
971,JC023,Brunswick St,40.7241765,-74.0506564,22,1,4.54,0.0,0.0
971,HB401,Southwest Park - Jackson St & Observer Hwy,40.73755127245804,-74.04166370630264,20,1,7.2,100.0,0.1
971,JC115,Grove St PATH,40.71941,-74.04309,42,1,5.06,100.0,0.0
971,JC109,Bergen Ave & Sip Ave,40.73100888698729,-74.06443700194359,33,1,5.55,100.0,0.0
971,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,14,1,7.53,100.0,0.1
971,HB609,River St & 1 St,40.73721535335381,-74.02886540972803,24,1,3.78,100.0,0.0
971,JC099,Montgomery St,40.71942,-74.05099,14,1,7.4,100.0,0.1
971,JC103,Journal Square,40.73367,-74.0625,18,1,5.0,100.0,0.1
